"","vimp.df.order..vimp.df...."
"smart_3_raw",838.145538536714
"smart_3_raw_min",664.733405376135
"smart_3_raw_rms",642.136011438465
"smart_3_raw_mean",619.456537740827
"smart_3_raw_max",426.515580873017
"smart_194_raw_max",425.779365973215
"Days_In_Service_norm_max",349.768596580468
"smart_194_raw_min",349.603608232917
"smart_194_raw",282.893040593277
"Days_In_Service_mean",251.696665068722
"Days_In_Service_norm_mean",233.246068519774
"Days_In_Service",228.618501019784
"Days_In_Service_max",221.221663423219
"Days_In_Service_rms",216.612549519772
"Days_In_Service_min",163.750607979185
"Days_In_Service_norm",155.159684339054
"Days_In_Service_norm_rms",143.408924208732
"smart_194_raw_rms",135.749214485317
"smart_194_raw_mean",134.107409659201
"Days_In_Service_norm_min",127.673962499527
"smart_4_raw_mean",85.0587334792381
"smart_12_raw_min",62.9126342718187
"smart_4_raw_rms",62.8300621820749
"smart_4_raw",53.1331817727873
"smart_12_raw",51.9520448902512
"smart_12_raw_rms",50.65866711452
"smart_12_raw_mean",43.6251340592378
"smart_4_raw_min",42.1741791988991
"smart_12_raw_max",41.1697879422216
"smart_193_raw_min",39.8956278809953
"smart_193_raw",38.1039985331847
"smart_193_raw_rms",34.8539168881312
"smart_193_raw_max",33.5631542948987
"smart_193_raw_mean",28.0776699658488
"smart_4_raw_max",25.9053145389417
"smart_1_raw_min",20.5895948036454
"smart_4_raw_var",16.448963800474
"Current_Pending_Sector_Count_var",15.8500745709889
"Current_Pending_Sector_Count_rms",13.1193532182413
"Current_Pending_Sector_Count_mean",11.9794956538697
"smart_12_raw_var",10.4501281982185
"smart_1_raw_max",9.37181155628091
"Days_In_Service_var",8.07058218613436
"smart_1_raw_mean",7.32112402076841
"smart_1_raw_rms",5.90083550198518
"smart_194_raw_p2p",5.26543845186498
"smart_193_raw_var",5.01643423973538
"smart_194_raw_var",4.0420439193765
"smart_192_raw_mean",3.93608027608929
"Current_Pending_Sector_Count_max",3.83906833321835
"smart_192_raw_rms",3.31550693320205
"Current_Pending_Sector_Count_min",3.15867180342856
"smart_1_raw",2.94623709405592
"Days_In_Service_norm_var",2.12927311895385
"smart_1_raw_p2p",2.12769357182755
"smart_1_raw_var",1.82261061907562
"smart_192_raw",1.39960914407848
"smart_192_raw_min",1.37328424413395
"Current_Pending_Sector_Count",1.27702463950703
"smart_194_raw_kurt",1.23126347438921
"smart_192_raw_max",1.09242802642315
"smart_194_raw_skew",0.924175625705142
"Days_In_Service_kurt",0.8669432839465
"Current_Pending_Sector_Count_kurt",0.6579361014875
"Current_Pending_Sector_Count_skew",0.353047015377321
"Current_Pending_Sector_Count_p2p",0.161122169124269
"smart_1_raw_kurt",0.145695937008549
"smart_193_raw_p2p",0.143482509260262
"smart_1_raw_skew",0.108727868473482
"smart_199_raw_var",0.0759569124463752
"Days_In_Service_norm_p2p",0.0675256900962594
"smart_193_raw_kurt",0.0648993057405811
"smart_193_raw_skew",0.00636322905913431
"smart_4_raw_kurt",0.00417254517333419
"smart_199_raw_min",0.00185019709800613
"smart_4_raw_p2p",0.00128398923850455
"smart_4_raw_skew",0.00115810227972446
"Days_In_Service_skew",0.000172253374866216
"smart_199_raw",-2.8421709430404e-15
"Days_In_Service_p2p",-4.2632564145606e-15
"smart_192_raw_p2p",-4.2632564145606e-15
"smart_192_raw_kurt",-4.2632564145606e-15
"smart_192_raw_skew",-4.2632564145606e-15
"smart_192_raw_var",-4.2632564145606e-15
"smart_199_raw_rms",-4.2632564145606e-15
"smart_199_raw_max",-4.2632564145606e-15
"smart_199_raw_mean",-4.2632564145606e-15
"smart_3_raw_p2p",-4.2632564145606e-15
"smart_3_raw_kurt",-4.2632564145606e-15
"smart_3_raw_skew",-4.2632564145606e-15
"smart_3_raw_var",-4.2632564145606e-15
"smart_12_raw_p2p",-4.2632564145606e-15
"smart_12_raw_kurt",-4.2632564145606e-15
"smart_12_raw_skew",-4.2632564145606e-15
"Days_In_Service_norm_skew",-0.00125507991254068
"Days_In_Service_norm_kurt",-0.00226980849857057
